,label,area,Min Threshold,Max Threshold,type,percent_raw,region,plate,notes,calculation,well,treatment,genotype,temperature,symbiotic_state,cohort
411,b3-fl-Snap-664.czi,2892.442,1578,65535,Symbiont Area,56.86,Tentacle,H2-32,,56.86050212,B3-H2-32,H2-32,H2,32,sym,W9-10
412,b3-bf-Snap-665.czi,4110.221,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B3-H2-32,H2-32,H2,32,sym,W9-10
413,b3-fl-Snap-664.czi,2156.628,1331,65535,Symbiont Area,52.47,Tentacle,H2-32,,52.46987936,B3-H2-32,H2-32,H2,32,sym,W9-10
414,b3-bf-Snap-665.czi,3606.201,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B3-H2-32,H2-32,H2,32,sym,W9-10
415,b3-fl-Snap-664.czi,1893.266,1269,65535,Symbiont Area,52.5,Tentacle,H2-32,,52.50029047,B3-H2-32,H2-32,H2,32,sym,W9-10
416,b4-bf-Snap-663.czi,7656.96,0,65535,Tentacle Area,52.5,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym,W9-10
417,b4-fl-Snap-662.czi,3227.158,868,65535,Symbiont Area,42.147,Tentacle,H2-32,,42.14672664,B4-H2-32,H2-32,H2,32,sym,W9-10
418,b4-bf-Snap-663.czi,3628.039,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym,W9-10
419,b4-fl-Snap-662.czi,1733.26,914,65535,Symbiont Area,47.774,Tentacle,H2-32,,47.77401786,B4-H2-32,H2-32,H2,32,sym,W9-10
420,b4-bf-Snap-663.czi,6301.661,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym,W9-10
421,b4-fl-Snap-662.czi,2328.311,1116,65535,Symbiont Area,36.948,Tentacle,H2-32,,36.9475762,B4-H2-32,H2-32,H2,32,sym,W9-10
422,b4-bf-Snap-663.czi,4616.404,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym,W9-10
423,b4-fl-Snap-662.czi,2142.357,1364,65535,Symbiont Area,46.407,Tentacle,H2-32,,46.40748513,B4-H2-32,H2-32,H2,32,sym,W9-10
424,b4-bf-Snap-663.czi,5404.544,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym,W9-10
425,b4-fl-Snap-662.czi,2259.119,1100,65535,Symbiont Area,41.8,Tentacle,H2-32,,41.80036281,B4-H2-32,H2-32,H2,32,sym,W9-10
426,b5-bf-Snap-661.czi,2621.296,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym,W9-10
427,b5-fl-Snap-660.czi,1286.106,1274,65535,Symbiont Area,49.064,Tentacle,H2-32,,49.06374557,B5-H2-32,H2-32,H2,32,sym,W9-10
428,b5-bf-Snap-661.czi,6100.14,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym,W9-10
429,b5-fl-Snap-660.czi,2234.685,1364,65535,Symbiont Area,36.633,Tentacle,H2-32,,36.63333956,B5-H2-32,H2-32,H2,32,sym,W9-10
430,b5-bf-Snap-661.czi,7342.352,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym,W9-10
431,b5-fl-Snap-660.czi,3045.745,1137,65535,Symbiont Area,41.482,Tentacle,H2-32,,41.4818712,B5-H2-32,H2-32,H2,32,sym,W9-10
432,b5-bf-Snap-661.czi,2504.534,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym,W9-10
433,b5-fl-Snap-660.czi,1033.772,1061,65535,Symbiont Area,41.276,Tentacle,H2-32,,41.27602181,B5-H2-32,H2-32,H2,32,sym,W9-10
434,b5-bf-Snap-661.czi,36175.307,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym,W9-10
435,b5-fl-Snap-660.czi,6082.409,667,65535,Symbiont Area,16.814,Body column,H2-32,,16.81370389,B5-H2-32,H2-32,H2,32,sym,W9-10
436,b6-bf-Snap-659.czi,11174.94,0,65535,Tentacle Area,0,Body column,H2-32,"tentacles contracted, measured entire body",REMOVED,B6-H2-32,H2-32,H2,32,sym,W9-10
437,b6-fl--Snap-658.czi,4717.165,936,65535,Symbiont Area,42.212,Body column,H2-32,"looks like tissue, no tentacles",REMOVED,B6-H2-32,H2-32,H2,32,sym,W9-10
438,b7-bf-Snap-657.czi,2981.959,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B7-H2-32,H2-32,H2,32,sym,W9-10
439,b7-fl-Snap-656.czi,1450.654,1302,65535,Symbiont Area,48.648,Tentacle,H2-32,,48.64768429,B7-H2-32,H2-32,H2,32,sym,W9-10
440,b8-bf-Snap-655.czi,3402.733,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym,W9-10
441,b8-fl-Snap-654.czi,1589.686,784,65535,Symbiont Area,46.718,Tentacle,H2-32,,46.71791763,B8-H2-32,H2-32,H2,32,sym,W9-10
442,b8-bf-Snap-655.czi,6144.25,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym,W9-10
443,b8-fl-Snap-654.czi,2468.208,1003,65535,Symbiont Area,40.171,Tentacle,H2-32,,40.17102169,B8-H2-32,H2-32,H2,32,sym,W9-10
444,b8-bf-Snap-655.czi,890.847,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym,W9-10
445,b8-fl-Snap-654.czi,586.186,1677,65535,Symbiont Area,65.801,Tentacle,H2-32,,65.80097368,B8-H2-32,H2-32,H2,32,sym,W9-10
446,b8-bf-Snap-655.czi,5806.722,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym,W9-10
447,b8-fl-Snap-654.czi,1383.624,1301,65535,Symbiont Area,23.828,Tentacle,H2-32,,23.82797041,B8-H2-32,H2-32,H2,32,sym,W9-10
448,b8-bf-Snap-655.czi,16708.787,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym,W9-10
449,b8-fl-Snap-654.czi,4087.301,658,65535,Symbiont Area,24.462,Body column,H2-32,,24.46198518,B8-H2-32,H2-32,H2,32,sym,W9-10
450,c1-bf-Snap-671.czi,5657.743,0,65535,Tentacle Area,24.462,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym,W9-10
451,c1-fl-Snap-670.czi,2910.821,1018,65535,Symbiont Area,51.448,Tentacle,H2-32,,51.44844861,C1-H2-32,H2-32,H2,32,sym,W9-10
452,c1-bf-Snap-671.czi,2361.177,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym,W9-10
453,c1-fl-Snap-670.czi,1373.677,1178,65535,Symbiont Area,58.178,Tentacle,H2-32,,58.17763768,C1-H2-32,H2-32,H2,32,sym,W9-10
454,c1-bf-Snap-671.czi,5003.446,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym,W9-10
455,c1-fl-Snap-670.czi,2551.671,1061,65535,Symbiont Area,50.998,Tentacle,H2-32,,50.99827199,C1-H2-32,H2-32,H2,32,sym,W9-10
456,c1-bf-Snap-671.czi,1312.702,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym,W9-10
457,c1-fl-Snap-670.czi,828.358,1526,65535,Symbiont Area,63.103,Tentacle,H2-32,,63.10327858,C1-H2-32,H2-32,H2,32,sym,W9-10
458,c2-bf-Snap-673.czi,3210.509,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym,W9-10
459,c2-fl-Snap-672.czi,1518.764,989,65535,Symbiont Area,47.306,Tentacle,H2-32,,47.30601908,C2-H2-32,H2-32,H2,32,sym,W9-10
460,c2-bf-Snap-673.czi,3215.914,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym,W9-10
461,c2-fl-Snap-672.czi,1785.154,900,65535,Symbiont Area,55.51,Tentacle,H2-32,,55.51000431,C2-H2-32,H2-32,H2,32,sym,W9-10
462,c2-bf-Snap-673.czi,6208.036,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym,W9-10
463,c2-fl-Snap-672.czi,3366.623,1192,65535,Symbiont Area,54.23,Tentacle,H2-32,,54.23008178,C2-H2-32,H2-32,H2,32,sym,W9-10
464,c2-bf-Snap-673.czi,956.147,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym,W9-10
465,c2-fl-Snap-672.czi,678.946,1623,65535,Symbiont Area,71.009,Tentacle,H2-32,,71.00853739,C2-H2-32,H2-32,H2,32,sym,W9-10
466,c2-bf-Snap-673.czi,3033.853,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym,W9-10
467,c2-fl-Snap-672.czi,1387.948,1040,65535,Symbiont Area,45.749,Tentacle,H2-32,,45.74868987,C2-H2-32,H2-32,H2,32,sym,W9-10
468,c3-bf-Snap-675.czi,1296.053,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym,W9-10
469,c3-fl-Snap-674.czi,586.835,960,65535,Symbiont Area,45.279,Tentacle,H2-32,,45.27862672,C3-H2-32,H2-32,H2,32,sym,W9-10
470,c3-bf-Snap-675.czi,6823.629,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym,W9-10
471,c3-fl-Snap-674.czi,2352.744,1007,65535,Symbiont Area,34.479,Tentacle,H2-32,,34.47936575,C3-H2-32,H2-32,H2,32,sym,W9-10
472,c3-bf-Snap-675.czi,3878.644,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym,W9-10
473,c3-fl-Snap-674.czi,1933.051,1100,65535,Symbiont Area,49.838,Tentacle,H2-32,,49.83831978,C3-H2-32,H2-32,H2,32,sym,W9-10
474,c3-bf-Snap-675.czi,1685.906,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym,W9-10
475,c3-fl-Snap-674.czi,827.926,1208,65535,Symbiont Area,49.109,Tentacle,H2-32,,49.10866917,C3-H2-32,H2-32,H2,32,sym,W9-10
476,c3-bf-Snap-675.czi,6266.633,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym,W9-10
477,c3-fl-Snap-674.czi,2462.803,1130,65535,Symbiont Area,39.3,Tentacle,H2-32,,39.30025901,C3-H2-32,H2-32,H2,32,sym,W9-10
REMOVE,c4-bf/fl-Snap-676/677.czi,REMOVE,REMOVE,REMOVE,REMOVE,REMOVE,REMOVE,H2-32,"ball of tissue, cannot measure",REMOVED,C4-H2-32,H2-32,H2,32,sym,W9-10
478,c5-bf-Snap-679.czi,2858.062,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym,W9-10
479,c5--fl-Snap-678.czi,930.416,1186,65535,Symbiont Area,32.554,Tentacle,H2-32,,32.55408735,C5-H2-32,H2-32,H2,32,sym,W9-10
480,c5-bf-Snap-679.czi,3774.64,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym,W9-10
481,c5--fl-Snap-678.czi,1537.144,999,65535,Symbiont Area,40.723,Tentacle,H2-32,,40.72292987,C5-H2-32,H2-32,H2,32,sym,W9-10
482,c5-bf-Snap-679.czi,1445.68,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym,W9-10
483,c5--fl-Snap-678.czi,594.186,1404,65535,Symbiont Area,41.101,Tentacle,H2-32,,41.10079686,C5-H2-32,H2-32,H2,32,sym,W9-10
484,c5-bf-Snap-679.czi,4162.115,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym,W9-10
485,c5--fl-Snap-678.czi,1621.687,1217,65535,Symbiont Area,38.963,Tentacle,H2-32,,38.96305124,C5-H2-32,H2-32,H2,32,sym,W9-10
486,c5-bf-Snap-679.czi,2461.289,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym,W9-10
487,c5--fl-Snap-678.czi,1027.069,1342,65535,Symbiont Area,41.729,Tentacle,H2-32,,41.72890709,C5-H2-32,H2-32,H2,32,sym,W9-10
488,c6-bf-Snap-681.czi,4929.065,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym,W9-10
489,c6-fl-Snap-680.czi,1909.051,1049,65535,Symbiont Area,38.73,Tentacle,H2-32,,38.73048945,C6-H2-32,H2-32,H2,32,sym,W9-10
490,c6-bf-Snap-681.czi,5062.043,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym,W9-10
491,c6-fl-Snap-680.czi,2416.098,1206,65535,Symbiont Area,47.73,Tentacle,H2-32,,47.72970123,C6-H2-32,H2-32,H2,32,sym,W9-10
492,c6-bf-Snap-681.czi,1488.277,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym,W9-10
493,c6-fl-Snap-680.czi,763.49,1394,65535,Symbiont Area,51.3,Tentacle,H2-32,,51.30026198,C6-H2-32,H2-32,H2,32,sym,W9-10
494,c6-bf-Snap-681.czi,3925.997,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym,W9-10
495,c6-fl-Snap-680.czi,1781.045,1112,65535,Symbiont Area,45.365,Tentacle,H2-32,,45.36541928,C6-H2-32,H2-32,H2,32,sym,W9-10
496,c7-bf-Snap-683.czi,2349.068,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym,W9-10
497,c7-fl-Snap-682.czi,564.563,1510,65535,Symbiont Area,24.034,Tentacle,H2-32,,24.03348903,C7-H2-32,H2-32,H2,32,sym,W9-10
498,c7-bf-Snap-683.czi,3176.129,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym,W9-10
499,c7-fl-Snap-682.czi,1457.356,1238,65535,Symbiont Area,45.885,Tentacle,H2-32,,45.88466023,C7-H2-32,H2-32,H2,32,sym,W9-10
500,c7-bf-Snap-683.czi,2843.791,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym,W9-10
501,c7-fl-Snap-682.czi,1416.922,1329,65535,Symbiont Area,49.825,Tentacle,H2-32,,49.82511021,C7-H2-32,H2-32,H2,32,sym,W9-10
502,c7-bf-Snap-683.czi,4338.987,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym,W9-10
503,c7-fl-Snap-682.czi,2607.457,1314,65535,Symbiont Area,60.094,Tentacle,H2-32,,60.09368085,C7-H2-32,H2-32,H2,32,sym,W9-10
504,c8-bf-Snap-685.czi,2451.127,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C8-H2-32,H2-32,H2,32,sym,W9-10
505,c8-fl-Snap-684.czi,1278.322,1387,65535,Symbiont Area,52.152,Tentacle,H2-32,,52.15241805,C8-H2-32,H2-32,H2,32,sym,W9-10
506,c8-bf-Snap-685.czi,2458.694,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C8-H2-32,H2-32,H2,32,sym,W9-10
507,c8-fl-Snap-684.czi,971.715,825,65535,Symbiont Area,39.522,Tentacle,H2-32,,39.52159154,C8-H2-32,H2-32,H2,32,sym,W9-10
508,c8-bf-Snap-685.czi,5690.826,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C8-H2-32,H2-32,H2,32,sym,W9-10
509,c8-fl-Snap-684.czi,2356.42,1137,65535,Symbiont Area,41.407,Tentacle,H2-32,,41.40734579,C8-H2-32,H2-32,H2,32,sym,W9-10
510,c8-bf-Snap-685.czi,4684.731,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,C8-H2-32,H2-32,H2,32,sym,W9-10
511,c8-fl-Snap-684.czi,1323.081,762,65535,Symbiont Area,28.242,Body column,H2-32,,28.24241136,C8-H2-32,H2-32,H2,32,sym,W9-10
512,d1-bf-Snap-701.czi,3706.313,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D1-H2-32,H2-32,H2,32,sym,W9-10
513,d1-fl-Snap-700.czi,2283.336,1200,65535,Symbiont Area,61.607,Tentacle,H2-32,,61.60666949,D1-H2-32,H2-32,H2,32,sym,W9-10
514,d1-bf-Snap-701.czi,1497.358,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D1-H2-32,H2-32,H2,32,sym,W9-10
515,d1-fl-Snap-700.czi,911.605,1374,65535,Symbiont Area,60.881,Tentacle,H2-32,,60.88089822,D1-H2-32,H2-32,H2,32,sym,W9-10
516,d1-bf-Snap-701.czi,3814.209,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D1-H2-32,H2-32,H2,32,sym,W9-10
517,d1-fl-Snap-700.czi,2390.151,1417,65535,Symbiont Area,62.664,Tentacle,H2-32,,62.66439516,D1-H2-32,H2-32,H2,32,sym,W9-10
518,d1-bf-Snap-701.czi,1867.103,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D1-H2-32,H2-32,H2,32,sym,W9-10
519,d1-fl-Snap-700.czi,896.253,1287,65535,Symbiont Area,48.002,Tentacle,H2-32,,48.00233303,D1-H2-32,H2-32,H2,32,sym,W9-10
520,d1-bf-Snap-701.czi,10337.933,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,D1-H2-32,H2-32,H2,32,sym,W9-10
521,d1-fl-Snap-700.czi,3685.339,593,65535,Symbiont Area,35.649,Body column,H2-32,,35.6487027,D1-H2-32,H2-32,H2,32,sym,W9-10
522,d2-bf-Snap-699.czi,744.679,0,65535,Tentacle Area,35.649,Tentacle,H2-32,,n/a,D2-H2-32,H2-32,H2,32,sym,W9-10
523,d2-fl-Snap-698.czi,480.236,1262,65535,Symbiont Area,64.489,Tentacle,H2-32,,64.48899459,D2-H2-32,H2-32,H2,32,sym,W9-10
524,d2-bf-Snap-699.czi,838.088,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D2-H2-32,H2-32,H2,32,sym,W9-10
525,d2-fl-Snap-698.czi,497.101,1078,65535,Symbiont Area,59.314,Tentacle,H2-32,,59.31369975,D2-H2-32,H2-32,H2,32,sym,W9-10
526,d2-bf-Snap-699.czi,14501.778,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,D2-H2-32,H2-32,H2,32,sym,W9-10
527,d2-fl-Snap-698.czi,4902.253,762,65535,Symbiont Area,33.804,Body column,H2-32,,33.80449625,D2-H2-32,H2-32,H2,32,sym,W9-10
528,d3-bf-Snap-697.czi,527.157,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D3-H2-32,H2-32,H2,32,sym,W9-10
529,d3-fl-Snap-696.czi,134.708,1167,65535,Symbiont Area,25.554,Tentacle,H2-32,,25.55367756,D3-H2-32,H2-32,H2,32,sym,W9-10
530,d3-bf-Snap-697.czi,2624.323,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D3-H2-32,H2-32,H2,32,sym,W9-10
531,d3-fl-Snap-696.czi,1301.242,742,65535,Symbiont Area,49.584,Tentacle,H2-32,,49.58391174,D3-H2-32,H2-32,H2,32,sym,W9-10
532,d3-bf-Snap-697.czi,2517.94,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D3-H2-32,H2-32,H2,32,sym,W9-10
533,d3-fl-Snap-696.czi,1211.292,742,65535,Symbiont Area,48.106,Tentacle,H2-32,,48.10646799,D3-H2-32,H2-32,H2,32,sym,W9-10
534,d3-bf-Snap-697.czi,3926.646,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D3-H2-32,H2-32,H2,32,sym,W9-10
535,d3-fl-Snap-696.czi,2102.356,1374,65535,Symbiont Area,53.541,Tentacle,H2-32,,53.54075718,D3-H2-32,H2-32,H2,32,sym,W9-10
536,d3-bf-Snap-697.czi,2050.462,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D3-H2-32,H2-32,H2,32,sym,W9-10
537,d3-fl-Snap-696.czi,936.254,936,65535,Symbiont Area,45.661,Tentacle,H2-32,,45.66063648,D3-H2-32,H2-32,H2,32,sym,W9-10
538,d3-bf-Snap-697.czi,8825.44,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D3-H2-32,H2-32,H2,32,sym,W9-10
539,d3-fl-Snap-696.czi,6005.649,754,65535,Symbiont Area,68.049,Tentacle,H2-32,,68.04928706,D3-H2-32,H2-32,H2,32,sym,W9-10
540,d4-bf-Snap-695.czi,1918.132,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D4-H2-32,H2-32,H2,32,sym,W9-10
541,d4-fl-Snap-694.czi,1298.431,1325,65535,Symbiont Area,67.692,Tentacle,H2-32,,67.69247372,D4-H2-32,H2-32,H2,32,sym,W9-10
542,d4-bf-Snap-695.czi,2862.819,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D4-H2-32,H2-32,H2,32,sym,W9-10
543,d4-fl-Snap-694.czi,1679.636,1325,65535,Symbiont Area,58.671,Tentacle,H2-32,,58.67070185,D4-H2-32,H2-32,H2,32,sym,W9-10
544,d4-bf-Snap-695.czi,2026.244,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D4-H2-32,H2-32,H2,32,sym,W9-10
545,d4-fl-Snap-694.czi,1363.947,1704,65535,Symbiont Area,67.314,Tentacle,H2-32,,67.31405497,D4-H2-32,H2-32,H2,32,sym,W9-10
546,d4-bf-Snap-695.czi,2914.929,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D4-H2-32,H2-32,H2,32,sym,W9-10
547,d4-fl-Snap-694.czi,1604.173,1806,65535,Symbiont Area,55.033,Tentacle,H2-32,,55.03300423,D4-H2-32,H2-32,H2,32,sym,W9-10
548,d4-bf-Snap-695.czi,1226.644,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D4-H2-32,H2-32,H2,32,sym,W9-10
549,d4-fl-Snap-694.czi,784.032,2156,65535,Symbiont Area,63.917,Tentacle,H2-32,,63.91683325,D4-H2-32,H2-32,H2,32,sym,W9-10
550,d5-bf-Snap-693.czi,2517.291,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D5-H2-32,H2-32,H2,32,sym,W9-10
551,d5-fl-Snap-692.czi,1504.71,1104,65535,Symbiont Area,59.775,Tentacle,H2-32,,59.77497238,D5-H2-32,H2-32,H2,32,sym,W9-10
552,d5-bf-Snap-693.czi,456.667,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D5-H2-32,H2-32,H2,32,sym,W9-10
553,d5-fl-Snap-692.czi,235.037,1369,65535,Symbiont Area,51.468,Tentacle,H2-32,,51.46791864,D5-H2-32,H2-32,H2,32,sym,W9-10
554,d5-bf-Snap-693.czi,3290.296,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D5-H2-32,H2-32,H2,32,sym,W9-10
555,d5-fl-Snap-692.czi,1824.723,1291,65535,Symbiont Area,55.458,Tentacle,H2-32,,55.45771566,D5-H2-32,H2-32,H2,32,sym,W9-10
556,d5-bf-Snap-693.czi,4164.71,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D5-H2-32,H2-32,H2,32,sym,W9-10
557,d5-fl-Snap-692.czi,2180.845,1306,65535,Symbiont Area,52.365,Tentacle,H2-32,,52.36487054,D5-H2-32,H2-32,H2,32,sym,W9-10
558,d5-bf-Snap-693.czi,1642.445,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D5-H2-32,H2-32,H2,32,sym,W9-10
559,d5-fl-Snap-692.czi,934.524,1182,65535,Symbiont Area,56.898,Tentacle,H2-32,,56.89834363,D5-H2-32,H2-32,H2,32,sym,W9-10
560,d5-bf-Snap-693.czi,1955.971,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D5-H2-32,H2-32,H2,32,sym,W9-10
561,d5-fl-Snap-692.czi,912.037,1524,65535,Symbiont Area,46.628,Tentacle,H2-32,,46.62834981,D5-H2-32,H2-32,H2,32,sym,W9-10
562,d6-bf-Snap-691.czi,1805.046,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D6-H2-32,H2-32,H2,32,sym,W9-10
563,d6-fl-Snap-690.czi,956.147,1416,65535,Symbiont Area,52.971,Tentacle,H2-32,,52.97078302,D6-H2-32,H2-32,H2,32,sym,W9-10
564,d6-bf-Snap-691.czi,3965.35,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D6-H2-32,H2-32,H2,32,sym,W9-10
565,d6-fl-Snap-690.czi,2006.136,1525,65535,Symbiont Area,50.592,Tentacle,H2-32,,50.59165017,D6-H2-32,H2-32,H2,32,sym,W9-10
566,d6-bf-Snap-691.czi,4281.471,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D6-H2-32,H2-32,H2,32,sym,W9-10
567,d6-fl-Snap-690.czi,2647.891,1103,65535,Symbiont Area,61.845,Tentacle,H2-32,,61.84535642,D6-H2-32,H2-32,H2,32,sym,W9-10
568,d6-bf-Snap-691.czi,4417.693,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D6-H2-32,H2-32,H2,32,sym,W9-10
569,d6-fl-Snap-690.czi,2715.137,1157,65535,Symbiont Area,61.461,Tentacle,H2-32,,61.46051797,D6-H2-32,H2-32,H2,32,sym,W9-10
570,d6-bf-Snap-691.czi,2613.295,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D6-H2-32,H2-32,H2,32,sym,W9-10
571,d6-fl-Snap-690.czi,1380.813,858,65535,Symbiont Area,52.838,Tentacle,H2-32,,52.83800719,D6-H2-32,H2-32,H2,32,sym,W9-10
572,d7-bf-Snap-689.czi,6453.668,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D7-H2-32,H2-32,H2,32,sym,W9-10
573,d7-fl-Snap-688.czi,2721.624,921,65535,Symbiont Area,42.172,Tentacle,H2-32,,42.17173861,D7-H2-32,H2-32,H2,32,sym,W9-10
574,d7-bf-Snap-689.czi,1425.571,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D7-H2-32,H2-32,H2,32,sym,W9-10
575,d7-fl-Snap-688.czi,940.146,1108,65535,Symbiont Area,65.949,Tentacle,H2-32,,65.94873212,D7-H2-32,H2-32,H2,32,sym,W9-10
576,d7-bf-Snap-689.czi,7575.01,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D7-H2-32,H2-32,H2,32,sym,W9-10
577,d7-fl-Snap-688.czi,3337.865,1108,65535,Symbiont Area,44.064,Tentacle,H2-32,,44.06416625,D7-H2-32,H2-32,H2,32,sym,W9-10
578,d7-bf-Snap-689.czi,16496.238,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,D7-H2-32,H2-32,H2,32,sym,W9-10
579,d7-fl-Snap-688.czi,3211.157,619,65535,Symbiont Area,19.466,Body column,H2-32,,19.46599582,D7-H2-32,H2-32,H2,32,sym,W9-10
580,d8-bf-Snap-687.czi,2298.256,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,D8-H2-32,H2-32,H2,32,sym,W9-10
