lacerate_id,parent_id,tub_id,formation_date,cohort_week,initial_notes,removal_date,cohort,genotype,temp,treatment,observer
P1_H2_32_Tub1_Lacerate 59,P1_H2_32_Tub1,H2_32_Tub1,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub1_Lacerate 60,P1_H2_32_Tub1,H2_32_Tub1,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub1_Lacerate 61,P1_H2_32_Tub1,H2_32_Tub1,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub1_Lacerate 62,P1_H2_32_Tub1,H2_32_Tub1,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub1_Lacerate 63,P1_H2_32_Tub1,H2_32_Tub1,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub2_Lacerate 75,P3_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub2_Lacerate 76,P3_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 77,P2_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 78,P2_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 79,P2_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 80,P2_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 81,P2_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 82,P2_H2_32_Tub2,H2_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub3_Lacerate 55,P1_H2_32_Tub3,H2_32_Tub3,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub3_Lacerate 56,P1_H2_32_Tub3,H2_32_Tub3,2026-03-16,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P2_VWA_32_Tub1_Lacerate 61,P2_VWA_32_Tub1,VWA_32_Tub1,2026-03-16,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P2_VWA_32_Tub2_Lacerate 31,P2_VWA_32_Tub2,VWA_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P2_VWA_32_Tub2_Lacerate 32,P2_VWA_32_Tub2,VWA_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P3_VWA_32_Tub2_Lacerate 33,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-16,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P3_VWA_32_Tub3_Lacerate 28,P3_VWA_32_Tub3,VWA_32_Tub3,2026-03-16,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
PX_H2_25_Tub2_Lacerate 50,PX_H2_25_Tub2,H2_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub2_Lacerate 51,PX_H2_25_Tub2,H2_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub2_Lacerate 52,PX_H2_25_Tub2,H2_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 53,P1_H2_25_Tub2,H2_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 51,P1_H2_25_Tub3,H2_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_VWA_25_Tub1_Lacerate 72,PX_VWA_25_Tub1,VWA_25_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub1_Lacerate 73,PX_VWA_25_Tub1,VWA_25_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P3_VWA_25_Tub1_Lacerate 74,P3_VWA_25_Tub1,VWA_25_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P3_VWA_25_Tub1_Lacerate 75,P3_VWA_25_Tub1,VWA_25_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub1_Lacerate 76,PX_VWA_25_Tub1,VWA_25_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub1_Lacerate 77,PX_VWA_25_Tub1,VWA_25_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub2_Lacerate 44,PX_VWA_25_Tub2,VWA_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub2_Lacerate 45,PX_VWA_25_Tub2,VWA_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 46,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 47,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 56,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 57,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 58,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P3_VWA_25_Tub3_Lacerate 59,P3_VWA_25_Tub3,VWA_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P3_VWA_25_Tub3_Lacerate 60,P3_VWA_25_Tub3,VWA_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 61,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub3_Lacerate 62,PX_VWA_25_Tub3,VWA_25_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_H2_32_Tub1_Lacerate 64,P1_H2_32_Tub1,H2_32_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub1_Lacerate 65,P1_H2_32_Tub1,H2_32_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub1_Lacerate 66,P3_H2_32_Tub1,H2_32_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub1_Lacerate 67,P3_H2_32_Tub1,H2_32_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub1_Lacerate 68,P3_H2_32_Tub1,H2_32_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
PX_H2_32_Tub1_Lacerate 69,PX_H2_32_Tub1,H2_32_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
PX_H2_32_Tub1_Lacerate 70,PX_H2_32_Tub1,H2_32_Tub1,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub2_Lacerate 83,P3_H2_32_Tub2,H2_32_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P1_H2_32_Tub2_Lacerate 84,P1_H2_32_Tub2,H2_32_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 57,P3_H2_32_Tub3,H2_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 58,P3_H2_32_Tub3,H2_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 59,P3_H2_32_Tub3,H2_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 60,P3_H2_32_Tub3,H2_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
P3_VWA_32_Tub2_Lacerate 34,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P3_VWA_32_Tub2_Lacerate 35,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P1_VWA_32_Tub2_Lacerate 36,P1_VWA_32_Tub2,VWA_32_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P1_VWA_32_Tub2_Lacerate 37,P1_VWA_32_Tub2,VWA_32_Tub2,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P1_VWA_32_Tub3_Lacerate 29,P1_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P1_VWA_32_Tub3_Lacerate 30,P1_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P2_VWA_32_Tub3_Lacerate 31,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P2_VWA_32_Tub3_Lacerate 32,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P2_VWA_32_Tub3_Lacerate 33,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P2_VWA_32_Tub3_Lacerate 34,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P2_VWA_32_Tub3_Lacerate 35,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P3_VWA_32_Tub3_Lacerate 36,P3_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P3_VWA_32_Tub3_Lacerate 37,P3_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P3_VWA_32_Tub3_Lacerate 38,P3_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
P3_VWA_32_Tub3_Lacerate 39,P3_VWA_32_Tub3,VWA_32_Tub3,2026-03-18,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Grady
PX_H2_25_Tub1_Lacerate 81,PX_H2_25_Tub1,H2_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
PX_H2_25_Tub1_Lacerate 82,PX_H2_25_Tub1,H2_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
PX_H2_25_Tub1_Lacerate 83,PX_H2_25_Tub1,H2_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
PX_H2_25_Tub1_Lacerate 84,PX_H2_25_Tub1,H2_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
PX_H2_25_Tub2_Lacerate 54,PX_H2_25_Tub2,H2_25_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
PX_H2_25_Tub2_Lacerate 55,PX_H2_25_Tub2,H2_25_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
PX_H2_25_Tub2_Lacerate 56,PX_H2_25_Tub2,H2_25_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
PX_H2_25_Tub2_Lacerate 57,PX_H2_25_Tub2,H2_25_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
P1_H2_25_Tub2_Lacerate 58,P1_H2_25_Tub2,H2_25_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
P1_H2_25_Tub3_Lacerate 52,P1_H2_25_Tub3,H2_25_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
P1_H2_25_Tub3_Lacerate 53,P1_H2_25_Tub3,H2_25_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Aiden
P1_VWA_25_Tub1_Lacerate 78,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Aiden
P1_VWA_25_Tub1_Lacerate 79,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Aiden
P1_VWA_25_Tub1_Lacerate 80,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Aiden
P1_VWA_25_Tub1_Lacerate 81,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Aiden
PX_VWA_25_Tub3_Lacerate 63,PX_VWA_25_Tub3,VWA_25_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Aiden
PX_VWA_25_Tub3_Lacerate 64,PX_VWA_25_Tub3,VWA_25_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Aiden
P3_H2_32_Tub1_Lacerate 71,P3_H2_32_Tub1,H2_32_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Aiden
P3_H2_32_Tub1_Lacerate 72,P3_H2_32_Tub1,H2_32_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Aiden
P2_H2_32_Tub3_Lacerate 61,P2_H2_32_Tub3,H2_32_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Aiden
P2_H2_32_Tub3_Lacerate 62,P2_H2_32_Tub3,H2_32_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Aiden
P2_VWA_32_Tub1_Lacerate 62,P2_VWA_32_Tub1,VWA_32_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub1_Lacerate 63,P2_VWA_32_Tub1,VWA_32_Tub1,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub2_Lacerate 38,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub2_Lacerate 39,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub2_Lacerate 40,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub3_Lacerate 40,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub3_Lacerate 41,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub3_Lacerate 42,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub3_Lacerate 43,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub3_Lacerate 44,P2_VWA_32_Tub3,VWA_32_Tub3,2026-03-20,W5-6,,2026-03-23,W5-6,VWA,32,VWA_32,Aiden
PX_H2_25_Tub1_Lacerate 85,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 86,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 87,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 88,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 89,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 90,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 91,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 92,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 93,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 94,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 95,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 96,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 97,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 98,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 99,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 100,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 101,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 102,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 103,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 104,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 105,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 106,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 107,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 108,PX_H2_25_Tub1,H2_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 59,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 60,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 61,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 62,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 63,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 64,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 65,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 66,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 67,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 68,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 69,P1_H2_25_Tub2,H2_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 54,P1_H2_25_Tub3,H2_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 55,P1_H2_25_Tub3,H2_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 56,P1_H2_25_Tub3,H2_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 57,P1_H2_25_Tub3,H2_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 58,P1_H2_25_Tub3,H2_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 59,P1_H2_25_Tub3,H2_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,H2,25,H2_25,Grady
P1_VWA_25_Tub1_Lacerate 82,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 83,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 84,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 85,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 86,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 87,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 88,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 89,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 90,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 91,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 48,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 49,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 50,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 51,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub3_Lacerate 65,PX_VWA_25_Tub3,VWA_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub3_Lacerate 66,PX_VWA_25_Tub3,VWA_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_VWA_25_Tub3_Lacerate 67,PX_VWA_25_Tub3,VWA_25_Tub3,2026-03-23,W5-6,,2026-03-23,W5-6,VWA,25,VWA_25,Grady
PX_H2_32_Tub1_Lacerate 73,PX_H2_32_Tub1,H2_32_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
PX_H2_32_Tub1_Lacerate 74,PX_H2_32_Tub1,H2_32_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
PX_H2_32_Tub1_Lacerate 75,PX_H2_32_Tub1,H2_32_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
PX_H2_32_Tub1_Lacerate 76,PX_H2_32_Tub1,H2_32_Tub1,2026-03-23,W5-6,,2026-03-23,W5-6,H2,32,H2_32,Grady
